	1001	1002	1003	1004	1005	1006	1007	1008	1009	1010	1011	1012	1013	1014	1015	1016	1017	1018	1019	1020	1021	1022	1023	1024	1025	1026	1027	1028	1029	1030	1031	1032	1033	1034	1035	1036	1037	1038	1039	1040	1041	1042	1043	1044	1045	1046	1047	1048	1049	1050
1001	0	0	0	0	0	27800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84900	0	0	0	0	0	0	0	0	27700	9700	0	0	0	0	43900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5400	0	0	0	0	0	0	33700	0	0	0	0	0	0	0
1003	0	0	0	0	22900	0	0	0	0	0	44300	0	0	77500	0	0	40000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24000	0	0	0	0	90300	0	0	0	0	0	0	0	0	0	0
1004	0	13200	0	0	0	23500	0	0	4300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26200	0	92900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88500	0	0	26200	0	0	0	0	0
1006	0	0	0	0	0	0	0	0	0	74400	0	0	0	0	0	0	0	0	0	0	0	49000	0	0	0	0	0	68200	7100	0	81800	0	0	0	0	0	0	0	0	0	0	0	13300	0	0	0	0	39900	0	0
1007	0	0	0	0	98400	0	0	0	0	0	0	0	0	73800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42500	0	0	0	0	59900	0	0	0	0	6900	0	0	0	0	0	0	0	0	0	0	0	0	0	26600	0	0	0	0	0	0	0	0	0	0	0
1009	0	0	0	0	25500	0	0	0	0	0	0	60200	0	0	46200	0	0	0	0	0	0	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	57600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40500	0	0	0	0	0	0	0	0	0	0	52500	0	0	0	0	0	0	0	0	0
